url	ns	type	id	name	description	code	sourceUrl
https://services.org.ai/111	services.org.ai	Service	111	Group	Group	111	
https://services.org.ai/11111	services.org.ai	Service	11111	Class	Class	11111	
https://services.org.ai/111111	services.org.ai	Service	111111	Subclass	Subclass	111111	
https://services.org.ai/1111111	services.org.ai	Service	1111111	Detail	Detail	1111111	
https://services.org.ai/1111112	services.org.ai	Service	1111112	Detail	Detail	1111112	
https://services.org.ai/11112	services.org.ai	Service	11112	Class	Class	11112	
https://services.org.ai/111121	services.org.ai	Service	111121	Subclass	Subclass	111121	
https://services.org.ai/1111211	services.org.ai	Service	1111211	Detail	Detail	1111211	
https://services.org.ai/1111212	services.org.ai	Service	1111212	Detail	Detail	1111212	
https://services.org.ai/1111213	services.org.ai	Service	1111213	Detail	Detail	1111213	
https://services.org.ai/11113	services.org.ai	Service	11113	Class	Class	11113	
https://services.org.ai/111131	services.org.ai	Service	111131	Subclass	Subclass	111131	
https://services.org.ai/1111311	services.org.ai	Service	1111311	Detail	Detail	1111311	
https://services.org.ai/1111312	services.org.ai	Service	1111312	Detail	Detail	1111312	
https://services.org.ai/1111313	services.org.ai	Service	1111313	Detail	Detail	1111313	
https://services.org.ai/111132	services.org.ai	Service	111132	Subclass	Subclass	111132	
https://services.org.ai/1111321	services.org.ai	Service	1111321	Detail	Detail	1111321	
https://services.org.ai/1111322	services.org.ai	Service	1111322	Detail	Detail	1111322	
https://services.org.ai/111133	services.org.ai	Service	111133	Subclass	Subclass	111133	
https://services.org.ai/1111331	services.org.ai	Service	1111331	Detail	Detail	1111331	
https://services.org.ai/1111332	services.org.ai	Service	1111332	Detail	Detail	1111332	
https://services.org.ai/111134	services.org.ai	Service	111134	Subclass	Subclass	111134	
https://services.org.ai/1111341	services.org.ai	Service	1111341	Detail	Detail	1111341	
https://services.org.ai/11114	services.org.ai	Service	11114	Class	Class	11114	
https://services.org.ai/111141	services.org.ai	Service	111141	Subclass	Subclass	111141	
https://services.org.ai/1111411	services.org.ai	Service	1111411	Detail	Detail	1111411	
https://services.org.ai/1111412	services.org.ai	Service	1111412	Detail	Detail	1111412	
https://services.org.ai/111142	services.org.ai	Service	111142	Subclass	Subclass	111142	
https://services.org.ai/1111421	services.org.ai	Service	1111421	Detail	Detail	1111421	
https://services.org.ai/111143	services.org.ai	Service	111143	Subclass	Subclass	111143	
https://services.org.ai/1111431	services.org.ai	Service	1111431	Detail	Detail	1111431	
https://services.org.ai/1111432	services.org.ai	Service	1111432	Detail	Detail	1111432	
https://services.org.ai/1111433	services.org.ai	Service	1111433	Detail	Detail	1111433	
https://services.org.ai/1111434	services.org.ai	Service	1111434	Detail	Detail	1111434	
https://services.org.ai/1111435	services.org.ai	Service	1111435	Detail	Detail	1111435	
https://services.org.ai/1111436	services.org.ai	Service	1111436	Detail	Detail	1111436	
https://services.org.ai/112	services.org.ai	Service	112	Group	Group	112	
https://services.org.ai/11211	services.org.ai	Service	11211	Class	Class	11211	
https://services.org.ai/112111	services.org.ai	Service	112111	Subclass	Subclass	112111	
https://services.org.ai/1121111	services.org.ai	Service	1121111	Detail	Detail	1121111	
https://services.org.ai/1121112	services.org.ai	Service	1121112	Detail	Detail	1121112	
https://services.org.ai/113	services.org.ai	Service	113	Group	Group	113	
https://services.org.ai/11311	services.org.ai	Service	11311	Class	Class	11311	
https://services.org.ai/113111	services.org.ai	Service	113111	Subclass	Subclass	113111	
https://services.org.ai/1131111	services.org.ai	Service	1131111	Detail	Detail	1131111	
https://services.org.ai/1131112	services.org.ai	Service	1131112	Detail	Detail	1131112	
https://services.org.ai/114	services.org.ai	Service	114	Group	Group	114	
https://services.org.ai/11411	services.org.ai	Service	11411	Class	Class	11411	
https://services.org.ai/114111	services.org.ai	Service	114111	Subclass	Subclass	114111	
https://services.org.ai/1141111	services.org.ai	Service	1141111	Detail	Detail	1141111	
https://services.org.ai/1141112	services.org.ai	Service	1141112	Detail	Detail	1141112	
https://services.org.ai/1141113	services.org.ai	Service	1141113	Detail	Detail	1141113	
