url	ns	type	id	code	name	description	appCount	digital
https://searches.org.ai/Search/FindManyRows	searches.org.ai	Search	FindManyRows	find_many_rows	find_many_rows	Find up to 500 rows based on a column and value as line items.	1	1.00
https://searches.org.ai/Search/FindWorksheet	searches.org.ai	Search	FindWorksheet	find_worksheet	find_worksheet	Finds a worksheet by title.	1	1.00
https://searches.org.ai/Search/GetDataRange	searches.org.ai	Search	GetDataRange	get_data_range	get_data_range	Get data from a specific range in a Google Spreadsheet using A1 notation (e.g., "A1:D10", "B2:E5").	1	1.00
https://searches.org.ai/Search/GetManyRows	searches.org.ai	Search	GetManyRows	get_many_rows	get_many_rows	Return up to 1,500 rows as a single JSON value or as line items.	1	1.00
https://searches.org.ai/Search/GetRowByID	searches.org.ai	Search	GetRowByID	get_row_by_id	get_row_by_id	Get a specific spreadsheet row by its row number (ID). Row 1 is typically the header row.	1	1.00
https://searches.org.ai/Search/GetSpreadsheetByID	searches.org.ai	Search	GetSpreadsheetByID	get_spreadsheet_by_id	get_spreadsheet_by_id	Get a specific Google Spreadsheet by its ID. Returns the raw spreadsheet data from the Google Sheets API.	1	1.00
https://searches.org.ai/Search/LookupRow	searches.org.ai	Search	LookupRow	lookup_row	lookup_row	Find a specific spreadsheet row based on a column and value. If found, it returns the entire row.	1	1.00
https://searches.org.ai/Search/Attachment	searches.org.ai	Search	Attachment	attachment	attachment	Retrieves a specific Gmail message attachment by Filename.	1	1.00
https://searches.org.ai/Search/Message	searches.org.ai	Search	Message	message	message	Finds an email message.	1	1.00
https://searches.org.ai/Search/GetConversation	searches.org.ai	Search	GetConversation	get_conversation	get_conversation	Retrieves information about a conversation (e.g., public channel, private channel, DM, or group DM).	1	1.00
https://searches.org.ai/Search/GetConversationMembers	searches.org.ai	Search	GetConversationMembers	get_conversation_members	get_conversation_members	Returns a list of User IDs representing the members of a conversation (e.g., public channel, private channel, DM, or group DM).	1	1.00
https://searches.org.ai/Search/GetMessage	searches.org.ai	Search	GetMessage	get_message	get_message	Gets a particular Slack message using its IDs.	1	1.00
https://searches.org.ai/Search/GetMessagePermalink	searches.org.ai	Search	GetMessagePermalink	get_message_permalink	get_message_permalink	Gets the permalink for a particular Slack message.	1	1.00
https://searches.org.ai/Search/GetMessageReactions	searches.org.ai	Search	GetMessageReactions	get_message_reactions	get_message_reactions	Returns a Message and its list of Reactions.	1	1.00
https://searches.org.ai/Search/UserByEmail	searches.org.ai	Search	UserByEmail	user_by_email	user_by_email	Finds a user by matching against their email instead of their username.	1	1.00
https://searches.org.ai/Search/UserByID	searches.org.ai	Search	UserByID	user_by_id	user_by_id	Finds a user by their ID.	1	1.00
https://searches.org.ai/Search/UserByName	searches.org.ai	Search	UserByName	user_by_name	user_by_name	Finds a user by matching against their real name instead of their username.	1	1.00
https://searches.org.ai/Search/UserByUsername	searches.org.ai	Search	UserByUsername	user_by_username	user_by_username	Finds a user by their username.	1	1.00
https://searches.org.ai/Search/Event	searches.org.ai	Search	Event	event	event	Finds an event in your calendar.	1	1.00
https://searches.org.ai/Search/EventByID	searches.org.ai	Search	EventByID	event_by_id	event_by_id	Finds a specific event by its ID in your calendar.	1	1.00
https://searches.org.ai/Search/EventV2	searches.org.ai	Search	EventV2	event_v2	event_v2	Finds events in your calendar. Returns up to 25 matching events.	1	1.00
https://searches.org.ai/Search/FindBusyPeriods	searches.org.ai	Search	FindBusyPeriods	find_busy_periods	find_busy_periods	Finds busy time periods in your calendar for a specific timeframe.	1	1.00
https://searches.org.ai/Search/FindCalendars	searches.org.ai	Search	FindCalendars	find_calendars	find_calendars	Get comprehensive list of calendars accessible to the user with their properties and access levels. Returns up to 250 matching calendars.	1	1.00
https://searches.org.ai/Search/FindMultipleEvents	searches.org.ai	Search	FindMultipleEvents	find_multiple_events	find_multiple_events	Finds multiple events in your calendar as line items. Useful for agent workflows that need to process multiple events at once.	1	1.00
https://searches.org.ai/Search/GetCalendarInfo	searches.org.ai	Search	GetCalendarInfo	get_calendar_info	get_calendar_info	Retrieve calendar properties including timezone, access permissions, default settings, and metadata.	1	1.00
https://searches.org.ai/Search/FileOrFolderByID	searches.org.ai	Search	FileOrFolderByID	file_or_folder_by_id	file_or_folder_by_id	Get a file or folder by its ID.	1	1.00
https://searches.org.ai/Search/FilePermissions	searches.org.ai	Search	FilePermissions	file_permissions	file_permissions	List all users who have access to a file.	1	1.00
https://searches.org.ai/Search/FileV2	searches.org.ai	Search	FileV2	file_v2	file_v2	Search for a specific file by name.	1	1.00
https://searches.org.ai/Search/FindMultipleFiles	searches.org.ai	Search	FindMultipleFiles	find_multiple_files	find_multiple_files	Search for multiple files by name or within a specific folder.	1	1.00
https://searches.org.ai/Search/FolderV2	searches.org.ai	Search	FolderV2	folder_v2	folder_v2	Search for a specific folder by name.	1	1.00
https://searches.org.ai/Search/BlockChildren	searches.org.ai	Search	BlockChildren	block_children	block_children	Retrieves the children of a block, with any text content rendered as Markdown.	1	1.00
https://searches.org.ai/Search/Comments	searches.org.ai	Search	Comments	comments	comments	Retrieves a list of un-resolved comments from a Page as line-items.	1	1.00
https://searches.org.ai/Search/CommentsV2	searches.org.ai	Search	CommentsV2	comments_v2	comments_v2	Retrieves comments from a Page.	1	1.00
https://searches.org.ai/Search/DatabaseItem	searches.org.ai	Search	DatabaseItem	database_item	database_item	Searches for items in a data source by its properties.	1	1.00
https://searches.org.ai/Search/GetBlock	searches.org.ai	Search	GetBlock	get_block	get_block	Retrieves a block by ID.	1	1.00
https://searches.org.ai/Search/GetBlockChildren	searches.org.ai	Search	GetBlockChildren	get_block_children	get_block_children	Retrieves child blocks of a parent block or page with support for pagination.	1	1.00
https://searches.org.ai/Search/GetPageAndChildren	searches.org.ai	Search	GetPageAndChildren	get_page_and_children	get_page_and_children	Retrieves a page by its ID and all of its block children.	1	1.00
https://searches.org.ai/Search/GetPageOrDatabaseItemByID	searches.org.ai	Search	GetPageOrDatabaseItemByID	get_page_or_database_item_by_id	get_page_or_database_item_by_id	Retrieves a specific page or data source item from Notion using its ID.	1	1.00
https://searches.org.ai/Search/PageByTitle	searches.org.ai	Search	PageByTitle	page_by_title	page_by_title	Searches for a page by title.	1	1.00
https://searches.org.ai/Search/PageProperty	searches.org.ai	Search	PageProperty	page_property	page_property	Retrieves a specific property value from a Notion page.	1	1.00
https://searches.org.ai/Search/QueryDatabaseAdvanced	searches.org.ai	Search	QueryDatabaseAdvanced	query_database_advanced	query_database_advanced	Query a Notion data source with advanced filtering and sorting using JSON. Supports complex logic like AND/OR conditions, multiple sorts, and all Notion filter types.	1	1.00
https://searches.org.ai/Search/UserDetails	searches.org.ai	Search	UserDetails	user_details	user_details	Retrieves user information by ID.	1	1.00
https://searches.org.ai/Search/User	searches.org.ai	Search	User	user	user	Finds information about a specific user.	1	1.00
https://searches.org.ai/Search/CommonCRMObjectsearch	searches.org.ai	Search	CommonCRMObjectsearch	common_crm_objectsearch	common_crm_objectSearch	Finds CRM objects by searching with filters	1	1.00
https://searches.org.ai/Search/Companysearch	searches.org.ai	Search	Companysearch	companysearch	companySearch	Finds a company by searching. Deprecated, please switch to "Find Company" search for the most reliable experience with your Zap.	1	1.00
https://searches.org.ai/Search/CompanyCrmsearch	searches.org.ai	Search	CompanyCrmsearch	company_crmsearch	company_crmSearch	Finds a company by searching.	1	1.00
https://searches.org.ai/Search/Contactsearch	searches.org.ai	Search	Contactsearch	contactsearch	contactSearch	Finds a contact by searching.	1	1.00
https://searches.org.ai/Search/CustomObjectsearch	searches.org.ai	Search	CustomObjectsearch	custom_objectsearch	custom_objectSearch	Finds a custom object by searching.	1	1.00
https://searches.org.ai/Search/Dealsearch	searches.org.ai	Search	Dealsearch	dealsearch	dealSearch	Finds a deal by searching. Deprecated, please switch to "Find Deal" search for the most reliable experience with your Zap.	1	1.00
https://searches.org.ai/Search/DealCrmsearch	searches.org.ai	Search	DealCrmsearch	deal_crmsearch	deal_crmSearch	Finds a deal by searching.	1	1.00
https://searches.org.ai/Search/FindAssociations	searches.org.ai	Search	FindAssociations	find_associations	find_associations	Find associations between objects.	1	1.00
https://searches.org.ai/Search/FindContact	searches.org.ai	Search	FindContact	find_contact	find_contact	Finds an existing contact.	1	1.00
https://searches.org.ai/Search/FindOwnerByEmail	searches.org.ai	Search	FindOwnerByEmail	find_owner_by_email	find_owner_by_email	Gets an existing owner by email.	1	1.00
https://searches.org.ai/Search/FindPipelineStage	searches.org.ai	Search	FindPipelineStage	find_pipeline_stage	find_pipeline_stage	Finds and retrieves CRM object pipeline stage details.	1	1.00
https://searches.org.ai/Search/GetDealByID	searches.org.ai	Search	GetDealByID	get_deal_by_id	get_deal_by_id	Gets an existing deal by ID.	1	1.00
https://searches.org.ai/Search/GetOwnerByID	searches.org.ai	Search	GetOwnerByID	get_owner_by_id	get_owner_by_id	Gets an existing owner by ID.	1	1.00
https://searches.org.ai/Search/LineItemCrmsearch	searches.org.ai	Search	LineItemCrmsearch	line_item_crmsearch	line_item_crmSearch	Finds a line_item by searching.	1	1.00
https://searches.org.ai/Search/ProductCrmsearch	searches.org.ai	Search	ProductCrmsearch	product_crmsearch	product_crmSearch	Finds a product by searching.	1	1.00
https://searches.org.ai/Search/Ticketsearch	searches.org.ai	Search	Ticketsearch	ticketsearch	ticketSearch	Finds a ticket by searching.	1	1.00
https://searches.org.ai/Search/Campaignsearch	searches.org.ai	Search	Campaignsearch	campaignsearch	campaignSearch	Finds an existing campaign.	1	1.00
https://searches.org.ai/Search/FindCustomer	searches.org.ai	Search	FindCustomer	find_customer	find_customer	Finds a customer by an email address.	1	1.00
https://searches.org.ai/Search/FindTag	searches.org.ai	Search	FindTag	find_tag	find_tag	Find a tag.	1	1.00
https://searches.org.ai/Search/Membersearch	searches.org.ai	Search	Membersearch	membersearch	memberSearch	Searches for a new subscriber on your MailChimp audience.	1	1.00
https://searches.org.ai/Search/FindCalendarEvent	searches.org.ai	Search	FindCalendarEvent	find_calendar_event	find_calendar_event	Finds Calendar Events in your calendar.	1	1.00
https://searches.org.ai/Search/FindEmail	searches.org.ai	Search	FindEmail	find_email	find_email	Finds emails based on name.	1	1.00
https://searches.org.ai/Search/FindEmailsInFolder	searches.org.ai	Search	FindEmailsInFolder	find_emails_in_folder	find_emails_in_folder	Searches for emails within a specific folder rather than across all mailboxes.	1	1.00
https://searches.org.ai/Search/FindGroupCalendarEvents	searches.org.ai	Search	FindGroupCalendarEvents	find_group_calendar_events	find_group_calendar_events	Finds calendar events in a Microsoft 365 group calendar.	1	1.00
https://searches.org.ai/Search/GetCalendarEventsInDateRange	searches.org.ai	Search	GetCalendarEventsInDateRange	get_calendar_events_in_date_range	get_calendar_events_in_date_range	Retrieves calendar events within a specific date range for reporting and automation.	1	1.00
https://searches.org.ai/Search/FindCompany	searches.org.ai	Search	FindCompany	find_company	find_company	Finds an existing company.	1	1.00
https://searches.org.ai/Search/FindDeal	searches.org.ai	Search	FindDeal	find_deal	find_deal	Finds an existing Deal.	1	1.00
